Title,Rating,Price,Pages,Genre,Reviews,Review_Density,Price_Bucket,Popularity_Score,Success_Category
Fresh India,3.7,324,311,History,1879,6.042,Budget,5.04,Medium
The North-Western Provinces of India,3.8,664,361,Fiction,1780,4.931,Mid-range,5.09,Medium
Incredible History Of India's Geography,3.8,1380,220,History,2133,9.695,Premium,5.15,Medium
Costumes of India,4.2,1182,98,Classic,2208,22.531,Premium,5.43,Medium
The politics of India since independence,4.1,345,380,Politics,208,0.547,Budget,4.53,Low
India's Forgotten Country,4.2,1337,779,Self-Help,177,0.227,Premium,4.54,Low
Better India,4.5,1027,320,Religion,1990,6.219,Premium,5.58,High
India and Pakistan,5.0,1052,829,History,1,0.001,Premium,3.49,Low
India's Freedom,4.6,918,95,Politics,265,2.789,Premium,4.94,Medium
"Expert IELTS 5 Student's Resource Book with Key [Jul 11, 2017] Rogers, Louis",4.4,315,862,Science,2397,2.781,Budget,5.58,High
Milon ha-ʻArvit ha-Yehudit mi-Yeme ha-benayim,4.9,382,1017,Religion,869,0.854,Budget,5.55,High
"Babur, founder of the Mughal Empire in India",3.0,672,235,Biography,1830,7.787,Mid-range,4.58,Low
Burning Forest,3.4,1338,432,Religion,1114,2.579,Premium,4.67,Low
The Standard English-Urdu Dictionary,3.0,481,269,Poetry,1356,5.041,Mid-range,4.47,Low
The non-fiction collection,4.3,1168,766,Biography,2146,2.802,Premium,5.48,Medium
Cinema India,4.8,271,240,Fiction,188,0.783,Budget,4.95,Medium
Prehistoric India to 1000 B.C,3.5,1344,293,Fiction,2247,7.669,Premium,4.98,Medium
Hindu Literature Or The Ancient Books Of India,4.9,1218,432,Fiction,1671,3.868,Premium,5.78,High
Book of common prayer,3.8,143,276,Biography,4,0.014,Budget,3.03,Low
Austric civilization of India,3.1,327,115,Classic,2327,20.235,Budget,4.73,Low
The book on trial,4.9,673,470,Biography,1529,3.253,Mid-range,5.75,High
Scent to her grave,3.7,416,260,Self-Help,1815,6.981,Mid-range,5.03,Medium
I Love Autumn,3.2,830,34,Self-Help,2364,69.529,Mid-range,4.8,Low
Great Ages of Man,4.0,1458,190,Poetry,639,3.363,Premium,4.86,Medium
Author catalogue of printed books in Hindi language,3.5,700,642,Science,2427,3.78,Mid-range,5.0,Medium
Music of India,3.6,723,204,History,2184,10.706,Mid-range,5.03,Medium
"Humans, Bow Down",3.6,566,400,Religion,376,0.94,Mid-range,4.42,Low
The first book of India,4.6,396,81,Fiction,1697,20.951,Budget,5.59,High
India calling,3.0,644,281,Biography,1,0.004,Mid-range,2.19,Low
A source book in Indian philosophy,4.1,588,684,Religion,1231,1.8,Mid-range,5.16,Medium
Technology in medieval India,3.6,1119,139,Science,1324,9.525,Premium,4.86,Medium
Feasts and fasts,4.0,314,349,Fiction,1,0.003,Budget,2.84,Low
Gangstress,4.2,1125,646,Fiction,1554,2.406,Premium,5.3,Medium
Commentaries on the Constitution of India,4.4,760,543,Politics,1509,2.779,Mid-range,5.42,Medium
India waits,3.5,753,379,Fiction,1983,5.232,Mid-range,4.93,Medium
Greater India,3.8,901,480,Biography,1381,2.877,Premium,5.0,Medium
Traditional folk media in India,3.2,1330,176,Biography,218,1.239,Premium,3.97,Low
The Tribal culture of India,4.0,440,487,Biography,1,0.002,Mid-range,2.84,Low
Foreign influence on ancient India,3.4,803,328,Classic,1807,5.509,Mid-range,4.83,Medium
Physical Geography of India,4.4,506,228,Biography,1093,4.794,Mid-range,5.31,Medium
Pre-Aryan and pre-Dravidian in India,3.4,952,184,Science,1185,6.44,Premium,4.69,Low
India's Gupta dynasty,3.0,405,80,Religion,1,0.012,Mid-range,2.19,Low
Passage to India,4.1,973,323,History,1826,5.653,Premium,5.29,Medium
Women and law in colonial India,4.4,594,262,History,1557,5.943,Mid-range,5.43,Medium
The East India Company Book of Coffee,3.2,1384,64,Science,50,0.781,Premium,3.46,Low
Commentaries on U.P. police regulations,4.1,677,185,Philosophy,2400,12.973,Mid-range,5.39,Medium
Complete Book of Indian Cooking,3.5,1487,480,Self-Help,679,1.415,Premium,4.56,Low
The new India,4.9,640,174,Politics,2244,12.897,Mid-range,5.89,High
Medieval mysticism of India,4.0,867,254,History,2437,9.594,Mid-range,5.33,Medium
La Poetica,3.7,995,312,Classic,12,0.038,Premium,3.3,Low
The tales of India,4.6,554,120,Philosophy,566,4.717,Mid-range,5.21,Medium
"Sale of Goods Act, 1930",4.1,1267,922,Politics,1149,1.246,Premium,5.13,Medium
Religions of ancient India,3.1,1315,139,Religion,2164,15.568,Premium,4.7,Low
Historical dictionary of India,4.3,1476,696,Classic,2297,3.3,Premium,5.5,Medium
"A constitutional history of India, 1600-1935",4.9,398,581,History,2294,3.948,Budget,5.89,High
The East India Company Book of Chocolate,4.2,526,64,Fiction,390,6.094,Mid-range,4.82,Medium
The Portuguese in India,4.6,815,658,History,1143,1.737,Mid-range,5.45,Medium
Czas pogardy,3.9,856,331,Fiction,51,0.154,Mid-range,3.92,Low
History of the Freedom Movement in India,4.8,130,584,Self-Help,1488,2.548,Budget,5.68,High
Pharmaceutical Marketing in India,3.5,431,422,Biography,1511,3.581,Mid-range,4.84,Medium
"The New History of Modern India, 1707-1947",3.4,151,777,History,2122,2.731,Budget,4.89,Medium
Pokhran and beyond,4.2,342,264,Biography,2491,9.436,Budget,5.47,Medium
Shahjahanabad,3.8,874,226,History,2382,10.54,Mid-range,5.19,Medium
A Book of India,4.7,785,489,Religion,1171,2.395,Mid-range,5.53,High
The Book of Common Worship,4.8,672,213,Self-Help,2099,9.854,Mid-range,5.8,High
Demographic diversity of India,3.7,971,463,Fiction,112,0.242,Premium,4.06,Low
Journey through India,3.5,799,32,Fiction,1301,40.656,Mid-range,4.79,Low
Stories From India (Stories for Young Children),4.6,618,96,Fiction,1945,20.26,Mid-range,5.64,High
India's Foreign Policy & Relations,4.0,1312,709,Poetry,1,0.001,Premium,2.84,Low
Grounds for play,3.5,694,361,History,1263,3.499,Mid-range,4.77,Low
Islam,4.6,1474,210,Religion,1591,7.576,Premium,5.57,High
The transfer of power in India,3.8,382,543,Politics,435,0.801,Budget,4.6,Low
Rural Sociology in India,4.3,1280,934,Self-Help,2433,2.605,Premium,5.52,High
Essence of Nattuvangam,5.0,698,44,Politics,2,0.045,Mid-range,3.63,Low
"Laws, etc",3.2,247,145,Classic,1564,10.786,Budget,4.65,Low
Folk theater of India,4.2,169,217,Fiction,2398,11.051,Budget,5.45,Medium
Fairy tales of India,3.9,1493,170,Self-Help,708,4.165,Premium,4.83,Medium
The Jews of India,4.2,333,63,History,1685,26.746,Budget,5.33,Medium
Advanced study in the history of modern India,3.3,778,564,History,2078,3.684,Mid-range,4.82,Medium
Idea of Ancient India,4.5,735,484,History,1550,3.202,Mid-range,5.5,Medium
"A better India, a better world",4.7,566,290,Classic,438,1.51,Mid-range,5.18,Medium
India (Countries),3.4,656,128,Self-Help,1165,9.102,Mid-range,4.68,Low
Fascinating India,3.2,993,898,Science,930,1.036,Premium,4.47,Low
Uncivil Wars,3.0,935,472,Religion,1374,2.911,Premium,4.48,Low
"Agra, India",4.3,1410,726,Self-Help,1586,2.185,Premium,5.37,Medium
British routes to India,4.2,717,494,Science,2415,4.889,Mid-range,5.46,Medium
Introduction to the Constitution of India,4.1,1417,100,Classic,431,4.31,Premium,4.79,Low
Rick Steins India,3.5,233,320,Classic,1267,3.959,Budget,4.78,Low
The invisibles,3.8,107,313,Classic,172,0.55,Budget,4.27,Low
Book publishing in India,4.2,127,267,Poetry,1255,4.7,Budget,5.23,Medium
Scientists of India,3.0,882,246,Self-Help,2,0.008,Mid-range,2.33,Low
Folktales from India,5.0,1433,345,Science,1,0.003,Premium,3.49,Low
Tales from modern India,4.0,640,274,Fiction,111,0.405,Mid-range,4.25,Low
"Women pioneers in India's renaissance, as I remember her",5.0,726,447,Biography,350,0.783,Mid-range,5.3,Medium
Jannah Jewels Book 10,3.3,1157,134,Biography,1684,12.567,Premium,4.75,Low
Medieval History of India,4.4,106,423,Politics,974,2.303,Budget,5.27,Medium
The New Tastes of India,3.8,139,160,Politics,1271,7.944,Budget,4.97,Medium
Caste and class in India,3.9,1453,246,Science,213,0.866,Premium,4.41,Low
Color by Number,4.4,1008,353,Biography,549,1.555,Premium,5.07,Medium
Gandhi,4.4,161,336,Politics,1286,3.827,Budget,5.37,Medium
Fly Air India,5.0,1209,467,Fiction,1493,3.197,Premium,5.81,High
History of education in India,3.3,1239,366,Poetry,658,1.798,Premium,4.42,Low
India Black,3.2,1420,304,Science,1630,5.362,Premium,4.67,Low
365 Days of Wonder,5.0,478,480,History,3,0.006,Mid-range,3.74,Low
The East India Company Book of Spices,4.4,421,64,Religion,1617,25.266,Mid-range,5.45,Medium
Ramayana,4.2,832,380,Religion,2355,6.197,Mid-range,5.45,Medium
"The U.P. Roadside land control act, 1945",3.5,1480,38,Religion,717,18.868,Premium,4.58,Low
India in Mind,3.2,938,335,Fiction,2065,6.164,Premium,4.75,Low
A history of British India,3.2,518,442,Philosophy,1721,3.894,Mid-range,4.69,Low
Patterns of India,4.8,1459,680,Politics,559,0.822,Premium,5.33,Medium
Snakes in India,3.4,119,351,Classic,349,0.994,Budget,4.26,Low
Zen Buddhism,3.0,511,241,Religion,1,0.004,Mid-range,2.19,Low
Letters from India,3.6,648,366,History,489,1.336,Mid-range,4.51,Low
Music in India,3.5,1382,252,History,553,2.194,Premium,4.49,Low
Ecology and equity,3.7,704,213,Fiction,1982,9.305,Mid-range,5.06,Medium
Rama-katha in tribal and folk traditions of India,3.1,456,245,Biography,486,1.984,Mid-range,4.18,Low
Mathematics Book,4.0,300,395,Fiction,2487,6.296,Budget,5.34,Medium
Hecho en India - Nacido en India,3.1,1411,93,Politics,781,8.398,Premium,4.35,Low
Made in India - Nato in India,4.6,1171,321,Classic,1025,3.193,Premium,5.42,Medium
Firefight,4.2,864,452,History,19,0.042,Mid-range,3.78,Low
The Sportsman's Book for India,3.5,1493,674,Biography,910,1.35,Premium,4.66,Low
Fashion sketchbook,4.1,330,420,Science,2375,5.655,Budget,5.39,Medium
Kim,3.7,1218,286,Fiction,18,0.063,Premium,3.44,Low
Remaking India,4.8,402,240,Philosophy,1975,8.229,Mid-range,5.78,High
Antiquities of India,4.3,1341,306,Biography,2401,7.846,Premium,5.52,High
Savoring India,4.1,486,256,Politics,973,3.801,Mid-range,5.07,Medium
Making India Hindu,3.6,814,372,Religion,1463,3.933,Mid-range,4.89,Medium
We are like that only,3.7,1024,288,Fiction,1692,5.875,Premium,5.01,Medium
National movement and constitutional development of India,4.3,1214,536,History,851,1.588,Premium,5.16,Medium
Criminal minor acts,5.0,157,2438,Religion,863,0.354,Budget,5.62,High
Skulduggery Pleasant - Resurrection,4.0,533,440,Fiction,1,0.002,Mid-range,2.84,Low
The India Business Quiz Book (Response Books),4.3,621,158,Fiction,2317,14.665,Mid-range,5.51,High
The cave temples of India,4.1,867,536,Fiction,1339,2.498,Mid-range,5.19,Medium
Quit India,4.5,928,350,Fiction,203,0.58,Premium,4.79,Low
India & democracy,3.9,582,444,Politics,1303,2.935,Mid-range,5.05,Medium
India's search for national identity,3.1,466,141,Politics,1710,12.128,Mid-range,4.62,Low
A Nuclear Strategy for India,4.1,988,318,Philosophy,2253,7.085,Premium,5.37,Medium
The Rhetoric of English India,4.9,1454,240,Politics,1452,6.05,Premium,5.73,High
Amritsar to Lahore,3.4,1358,224,History,1816,8.107,Premium,4.84,Medium
Nationalism,5.0,982,153,Philosophy,1,0.007,Premium,3.49,Low
Big Data Black Book,3.0,510,856,Philosophy,1,0.001,Mid-range,2.19,Low
A book of South India,4.4,282,252,Politics,646,2.563,Budget,5.13,Medium
Public administration in India,3.4,1410,260,Politics,2075,7.981,Premium,4.88,Medium
"Phila India 2008, guide book, 1800-2007",4.1,1246,304,Poetry,802,2.638,Premium,5.01,Medium
THE FESTIVALS OF INDIA,3.2,257,425,Philosophy,1527,3.593,Budget,4.65,Low
The Vintage Book of Indian Writing 1947-1997,3.9,1446,553,Fiction,1804,3.262,Premium,5.16,Medium
Coloring Book,4.5,112,644,Biography,794,1.233,Budget,5.26,Medium
India Home - Proud India,3.7,665,419,Poetry,1779,4.246,Mid-range,5.02,Medium
Physics Quick Book,4.3,971,226,Politics,1883,8.332,Premium,5.43,Medium
Erotic Literature Of Ancient India,5.0,654,192,Fiction,1,0.005,Mid-range,3.49,Low
"The Puffin history of India for children, 3000 BC - AD 1947",3.0,777,404,History,1,0.002,Mid-range,2.19,Low
Roman Coins from India,4.6,962,160,Self-Help,1026,6.412,Premium,5.42,Medium
"Political Process in India, 1947-1991",5.0,717,168,Self-Help,1,0.006,Mid-range,3.49,Low
Dall'India,4.9,303,171,History,696,4.07,Budget,5.48,Medium
Education in India--today and tomorrow,3.5,1056,412,Science,1850,4.49,Premium,4.91,Medium
The people of India,3.8,401,472,Philosophy,230,0.487,Mid-range,4.37,Low
India - Map Practice Book,3.3,1166,446,Fiction,1356,3.04,Premium,4.67,Low
Pax Indica,5.0,894,449,Science,1,0.002,Mid-range,3.49,Low
India mosaic,5.0,696,320,Science,1647,5.147,Mid-range,5.84,High
Into India,4.9,828,203,Poetry,1380,6.798,Mid-range,5.72,High
Legends of India's rivers,4.1,605,58,Biography,509,8.776,Mid-range,4.85,Medium
Alice's Adventures in Wonderland,4.1,738,133,Fiction,220,1.654,Mid-range,4.55,Low
Second Skin,5.0,290,225,Self-Help,1,0.004,Budget,3.49,Low
Little Book of Valuation,4.7,998,256,Religion,1446,5.648,Premium,5.6,High
India contemporary design,4.0,159,256,Biography,210,0.82,Budget,4.47,Low
Mission India,4.2,161,103,Self-Help,862,8.369,Budget,5.1,Medium
The Wonderful Wizard of Oz,3.9,401,159,Religion,124,0.78,Mid-range,4.22,Low
Nectar in a sieve,5.0,737,164,Fiction,1,0.006,Mid-range,3.49,Low
Islam in India and Pakistan,3.2,1098,328,Religion,354,1.079,Premium,4.14,Low
Social reform movements in India,4.5,271,119,Philosophy,1662,13.966,Budget,5.52,High
Daily life in ancient India,5.0,162,344,Classic,1,0.003,Budget,3.49,Low
Great Business Personalities of India,3.3,871,160,Politics,1130,7.062,Mid-range,4.61,Low
"Law of marriages, maintenance, separation, and divorce in India",4.7,115,852,Religion,598,0.702,Budget,5.29,Medium
Glossed and Found,4.6,790,265,Classic,81,0.306,Mid-range,4.53,Low
"Marriage, the family, and women in India",4.4,941,244,Biography,406,1.664,Premium,4.96,Medium
Guess How Much I Love You,4.3,1224,32,Fiction,86,2.688,Premium,4.36,Low
Myths and legends of India,3.1,1299,660,History,1189,1.802,Premium,4.49,Low
De la India,3.6,1316,534,Biography,2220,4.157,Premium,5.04,Medium
Animals Tales From Panchtantra,3.5,998,84,Poetry,638,7.595,Premium,4.54,Low
Strategic Conundrums,3.7,1396,296,Religion,1703,5.753,Premium,5.01,Medium
India's Wars Since Independence,3.2,1032,230,History,1897,8.248,Premium,4.72,Low
"Land Acquisition Act, 1894",4.9,274,1256,Religion,2245,1.787,Budget,5.89,High
My life on a plate,4.1,1357,251,Fiction,506,2.016,Premium,4.84,Medium
The industrial law,3.6,1339,1518,Philosophy,1297,0.854,Premium,4.85,Medium
Development of moral philosophy in India,3.8,516,246,Philosophy,560,2.276,Mid-range,4.69,Low
The heroic age of India,3.9,550,232,Classic,1555,6.703,Mid-range,5.11,Medium
The music of India,4.2,935,173,Religion,2080,12.023,Premium,5.4,Medium
India Favourite Tales,4.0,379,507,Philosophy,170,0.335,Budget,4.4,Low
Catalogue of the Library of the India Office,4.8,343,588,Fiction,1093,1.859,Budget,5.57,High
Gift for Amma,4.0,774,32,Fiction,1258,39.312,Mid-range,5.1,Medium
Exploring the Flavors of India,5.0,245,64,Classic,1010,15.781,Budget,5.67,High
2004 phila India colour paper money guide book,4.7,1190,96,Religion,391,4.073,Premium,5.14,Medium
India decides,3.4,202,380,Biography,1156,3.042,Budget,4.68,Low
The Shops,4.0,409,224,History,1,0.004,Mid-range,2.84,Low
The India file activity book,4.9,216,40,Religion,2319,57.975,Budget,5.9,High
The wisdom of China and India,3.2,862,1104,Science,2120,1.92,Mid-range,4.76,Low
Early Writings on India,4.6,1444,322,Self-Help,1173,3.643,Premium,5.46,Medium
"Dear Lord, Dear God!",3.8,1493,855,Classic,212,0.248,Premium,4.35,Low
From India,4.8,837,231,Classic,1100,4.762,Mid-range,5.57,High
India-Pakistan-Bangladesh,4.7,286,186,Poetry,2164,11.634,Budget,5.74,High
"book of gold leaves, the",4.6,884,320,Philosophy,217,0.678,Mid-range,4.87,Medium
Shahi Tukre - India Cooking Cook Book,4.6,806,114,Politics,2214,19.421,Mid-range,5.69,High
Book of the Wonders of India,3.6,975,123,Politics,1618,13.154,Premium,4.93,Medium
Theory of government in ancient India,3.2,895,399,Science,1620,4.06,Mid-range,4.67,Low
Distance and development,3.8,572,170,Poetry,703,4.135,Mid-range,4.76,Low
Saris of India,3.3,655,285,Religion,352,1.235,Mid-range,4.2,Low
Servants of India,4.4,781,144,Classic,1263,8.771,Mid-range,5.36,Medium
The Illustrated Stories Of Tenali Raman,3.7,193,80,Fiction,1441,18.012,Budget,4.95,Medium
The Black Economy in India,5.0,835,384,History,1385,3.607,Mid-range,5.78,High
India-my-dream,4.3,889,374,Science,1841,4.922,Mid-range,5.43,Medium
A Coloring Book of Ancient India,4.6,137,160,Biography,2239,13.994,Budget,5.69,High
Adult Coloring Book - India - Part 3,3.3,881,641,Biography,1511,2.357,Mid-range,4.71,Low
Adult Coloring Book - India - Part 2,4.7,581,467,Politics,1791,3.835,Mid-range,5.68,High
India - Adult Coloring Book - Part 1,4.8,210,81,Politics,2030,25.062,Budget,5.79,High
India - Adult Coloring Book - Part 2,4.0,509,469,Poetry,1232,2.627,Mid-range,5.09,Medium
Adult Coloring Book - India - Part 1,4.2,1291,645,Classic,1163,1.803,Premium,5.2,Medium
India - Adult Coloring Book - Part 3,4.5,496,185,Philosophy,124,0.67,Mid-range,4.61,Low
The Elephant's Friend and Other Tales from Ancient India,3.3,1250,40,Fiction,826,20.65,Premium,4.5,Low
India Invented,4.0,141,247,Politics,1084,4.389,Budget,5.05,Medium
Historical archaeology of India,3.8,140,325,Biography,908,2.794,Budget,4.85,Medium
Buddhist philosophy in India and Ceylon,3.3,498,339,Classic,340,1.003,Mid-range,4.19,Low
Northern India e Book,3.7,281,851,Science,2402,2.823,Budget,5.13,Medium
COLOR HABIT Coloring Book,3.1,1304,69,History,2331,33.783,Premium,4.73,Low
Commentary on the Constitution of India,3.1,843,22,Politics,1520,69.091,Mid-range,4.58,Low
Sea of Poppies,3.0,817,543,History,3,0.006,Mid-range,2.44,Low
India Partitioned,3.0,563,417,Fiction,1,0.002,Mid-range,2.19,Low
"The status of women in India; or, A hand-book for Hindu social reformers",3.3,1173,404,Religion,2419,5.988,Premium,4.87,Medium
Spiritisme dans le monde,4.9,1269,274,Biography,1588,5.796,Premium,5.76,High
The book of Indian birds,4.1,397,187,Fiction,1816,9.711,Budget,5.29,Medium
Education in India,4.9,244,53,Poetry,1539,29.038,Budget,5.75,High
India (Library of Nations),3.9,115,176,Biography,1938,11.011,Budget,5.18,Medium
The back to Eden cookbook,5.0,1208,158,Science,1,0.006,Premium,3.49,Low
Animal laws of India,3.0,1339,1126,Fiction,1,0.001,Premium,2.19,Low
Being a Superhero (Punjabi Book for Kids -India),3.6,1175,34,Self-Help,1885,55.441,Premium,4.98,Medium
Filmy ferns of South India,4.0,206,260,Religion,1425,5.481,Budget,5.14,Medium
Dome Over India,3.9,318,143,Politics,1524,10.657,Budget,5.1,Medium
Welcome to India,3.2,1034,48,Fiction,1979,41.229,Premium,4.74,Low
Income tax act 1961,4.3,436,462,Politics,24,0.052,Mid-range,3.92,Low
Gandhi Legacy Tour of India 'THE BOOK',3.4,1020,556,Fiction,2101,3.779,Premium,4.89,Medium
The making of India's foreign policy,4.2,470,324,Biography,1188,3.667,Mid-range,5.21,Medium
Gangstress 2,4.3,1097,312,Fiction,2418,7.75,Premium,5.52,High
Hand book for training of ministerial staff (clerical),3.3,909,263,Politics,367,1.395,Premium,4.21,Low
Textile arts of India,3.1,353,344,Politics,1785,5.189,Budget,4.64,Low
Lets Go Time Travelling Life In India Through The Ages,3.0,679,132,Classic,1,0.008,Mid-range,2.19,Low
India's naval traditions,4.6,735,103,History,144,1.398,Mid-range,4.73,Low
India And Democracy,3.9,1153,464,Politics,1833,3.95,Premium,5.16,Medium
Electricity laws,3.1,284,732,History,2424,3.311,Budget,4.74,Low
Woman in India,5.0,1412,269,Politics,517,1.922,Premium,5.44,Medium
"The Delhi Municipal Corporation Act, 1957",3.1,1482,207,Self-Help,1196,5.778,Premium,4.5,Low
Jewelry of India,4.4,573,128,Poetry,72,0.562,Mid-range,4.36,Low
Beast and man in India,5.0,1084,359,Fiction,168,0.468,Premium,5.05,Medium
Cottage industries of India,3.5,1083,782,Classic,522,0.668,Premium,4.47,Low
Dinabandhu,3.3,1256,187,Self-Help,889,4.754,Premium,4.52,Low
A Study in Scarlet,4.0,601,162,Fiction,116,0.716,Mid-range,4.27,Low
Deepak Chopra Presents India Authentic Volume 1,3.2,973,144,History,238,1.653,Premium,4.0,Low
Comparative Grammar of the Modern Aryan Languages of India,3.6,1200,382,Biography,1320,3.455,Premium,4.86,Medium
